timestamp,test-class,test-method,time,description,result
2021-06-24 14:58:39.252,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1605,"[1] recordIndex=0, moment=2021/05/24 17:20, author=Ivan LLamas, text=I'm smart, info=https://www.spotify.com/es/, ticket=aaa-210524-yd, deadline=2021/09/16 17:00, budget=USD 80.00, important=true",Expected value '2021/05/24 17:20' in attribute 0 of record 0, but found '2021/06/24 12:30'
2021-06-24 14:58:40.595,acme.testing.anonymous.shouts.AnonymousShoutListTest,list,1055,"[2] recordIndex=1, moment=2021/05/24 12:30, author=Beatriz Vergara, text=I'm a moon, info=https://www.netflix.com/, ticket=aaa-210524-dd, deadline=2021/10/02 17:00, budget=EUR 20.00, important=true",Expected value '2021/05/24 12:30' in attribute 0 of record 1, but found '2021/06/24 12:30'
2021-06-24 14:58:54.045,acme.testing.anonymous.shouts.ShoutCreateTest,createPositive,3941,"[1] recordIndex=0, author=Shout Test, text=Esto es una prueba, info=https://www.test.com/, deadline=2022/09/16 17:00, budget=USD 80.00, important=true",OK
2021-06-24 14:58:57.598,acme.testing.anonymous.shouts.ShoutCreateTest,createPositive,3297,"[2] recordIndex=0, author=Prueba prueba, text=Esto es una prueba2, info=https://www.test2.com/, deadline=2020/09/16 17:00, budget=EUR 80.00, important=false",Expected value 'Prueba prueba' in attribute 1 of record 0, but found 'Shout Test'
2021-06-24 14:59:00.332,acme.testing.anonymous.shouts.ShoutCreateTest,createNegative,2482,"[1] author=Shout Test, text=sex, info=https://www.test.com/, deadline=2020/09/16 17:00, budget=USD 80.00, important=true",OK
2021-06-24 14:59:02.803,acme.testing.anonymous.shouts.ShoutCreateTest,createNegative,2249,"[2] author=Prueba prueba, text=Esto es una prueba2, info=.test2.com/, deadline=2020/09/16 17:00, budget=CCC 80.00, important=false",OK
