timestamp,test-class,test-method,time,description,result
2021-11-26 13:58:07.611,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updatePositive,6362,"[1] threshold=20.00",OK
2021-11-26 13:58:13.368,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updateNegative,5509,"[1] threshold=-20.00",OK
2021-11-26 13:58:19.138,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updateNegative,5534,"[2] threshold=test",OK
2021-11-26 13:58:24.96,acme.testing.administrator.parameters.AdministratorParametersUpdateTest,updateNegative,5574,"[3] threshold=110.00",OK
2021-11-26 13:58:38.203,acme.testing.administrator.parameters.AdministratorParametersShowTest,show,4107,"[1] threshold=10.00",OK
2021-11-26 13:58:50.817,acme.testing.authenticated.duty.AuthenticatedDutyShowTest,list,4294,"[1] recordIndex=0, title=Play, startPeriod=2021/05/10 08:00, endPeriod=2021/05/16 20:00, workload=15.20, description=Pay lol with Malphite, link=null",OK
2021-11-26 13:58:51.422,acme.testing.authenticated.duty.AuthenticatedDutyShowTest,showNegative,389,"[1] id=721",OK
2021-11-26 13:58:51.904,acme.testing.authenticated.duty.AuthenticatedDutyShowTest,showNegative,260,"[2] id=5000",OK
2021-11-26 13:59:05.316,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5375,"[1] recordIndex=0, title=Play, startPeriod=2021/05/10 08:00, endPeriod=2021/05/16 20:00, workload=15.20, description=Pay lol with Malphite, link=null",OK
2021-11-26 13:59:10.856,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5319,"[2] recordIndex=1, title=Study on your tutorials, startPeriod=2021/05/10 08:00, endPeriod=2021/05/13 20:00, workload=12.50, description=Study on your tutorials to learn how to send an email correctly, link=null",OK
2021-11-26 13:59:16.43,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5327,"[3] recordIndex=2, title=See lectures, startPeriod=2021/05/10 08:00, endPeriod=2021/05/15 20:00, workload=12.20, description=See the latest conferences, link=null",OK
2021-11-26 13:59:22.017,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5343,"[4] recordIndex=3, title=Study, startPeriod=2021/05/10 08:00, endPeriod=2021/05/12 20:00, workload=12.00, description=Study the lessons of the last week, link=null",OK
2021-11-26 13:59:27.566,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5302,"[5] recordIndex=4, title=Run, startPeriod=2021/05/10 08:00, endPeriod=2021/05/16 20:00, workload=10.00, description=go out to exercise, link=null",OK
2021-11-26 13:59:33.138,acme.testing.authenticated.duty.AuthenticatedDutyListTest,list,5336,"[6] recordIndex=5, title=Gym, startPeriod=2021/05/10 08:00, endPeriod=2021/05/10 20:00, workload=1.00, description=Pay gym, link=null",OK
2021-11-26 13:59:43.254,acme.testing.anonymous.duty.AnonymousDutyShowTest,list,1717,"[1] recordIndex=0, title=Create a Causes functionality, startPeriod=2021/05/01 18:00, endPeriod=2022/05/05 18:30, workload=96.30, description=As a client, we can create a cause that contains a name and description (string), a budget target (numeric), and an acti-ve non profit organization (string) that will use the budget for the cause., link=http://www.spring.com",Expected value '2021/05/01 18:00' in input box 'startPeriod', but '2021/09/01 18:00' was found
2021-11-26 13:59:43.783,acme.testing.anonymous.duty.AnonymousDutyShowTest,showNegative,260,"[1] id=600",OK
2021-11-26 13:59:44.253,acme.testing.anonymous.duty.AnonymousDutyShowTest,showNegative,249,"[2] id=5000",OK
2021-11-26 13:59:55.354,acme.testing.anonymous.duty.AnonymousDutyListTest,list,3025,"[1] recordIndex=0, title=Create a Causes functionality, startPeriod=2021/09/01 18:00, endPeriod=2022/09/05 18:30, workload=96.30, description=As a client, we can create a cause that contains a name and description (string), a budget target (numeric), and an acti-ve non profit organization (string) that will use the budget for the cause., link=http://www.spring.com",Timeout waiting for action to complete
